uprava,opstina,naselje,ustanova,naziv,ulica,broj,postanski_broj,tip_lokacije
Београд,Београд - Обреновац,Забрежје,ПУ Перка Вићентијевић,ОШ Посавски партизани - Забрежје,Светог Саве,2,11500,Издвојена локација
Београд,Београд - Обреновац,Звечка,ПУ Перка Вићентијевић,ОШ Јован Јовановић Змај - Звечка,Драгана Градинца,1,11511,Издвојена локација
Београд,Београд - Обреновац,Јасенак,ПУ Перка Вићентијевић,ОШ Дражевац - Јасенак,Јасенак,б.б.,11506,Издвојена локација
Београд,Београд - Обреновац,Конатице,ПУ Перка Вићентијевић,ОШ Дражевац - Конатице,Конатице,б.б.,11506,Издвојена локација
Београд,Београд - Обреновац,Кртинска,ПУ Перка Вићентијевић,ПП програм у ОШ Прва обреновачка школа - Кртинска,Вишњица,1,11500,Издвојена локација
Београд,Београд - Обреновац,Љубинић,ПУ Перка Вићентијевић,ОШ Грабовац - Љубинић,Љубинић,б.б.,11508,Издвојена локација
Београд,Београд - Обреновац,Обреновац,ПУ Перка Вићентијевић,"Предшколска установа Перка Вићентијевић, Обреновац ЗЕКА",Ивана Штагљара,3,11500,Издвојена локација
Београд,Београд - Обреновац,Обреновац,ПУ Перка Вићентијевић,"Предшколска установа Перка Вићентијевић, Обреновац ЦВРЧАК",Вука Караџића,56,11500,Издвојена локација
Београд,Београд - Обреновац,Обреновац,ПУ Перка Вићентијевић,"Предшколска установа Перка Вићентијевић, Обреновац ВЕСЕЉКО",Ђачког батаљона,16а,11500,Издвојена локација
Београд,Београд - Обреновац,Обреновац,ПУ Перка Вићентијевић,"Предшколска установа Перка Вићентијевић, Обреновац ЗВОНЧИЦА",Стублине,518ц,11500,Издвојена локација
Београд,Београд - Обреновац,Обреновац,ПУ Перка Вићентијевић,"Предшколска установа Перка Вићентијевић, Обреновац НЕВЕНА",Краља Милутина,1,11500,Издвојена локација
Београд,Београд - Обреновац,Пироман,ПУ Перка Вићентијевић,ПП програм у МЗ Пироман,Ваљевски пут,8,11507,Издвојена локација
Београд,Београд - Обреновац,Пољане,ПУ Перка Вићентијевић,ОШ Дражевац - Пољане,Пољане,б.б.,11506,Издвојена локација
Београд,Београд - Обреновац,Ратари,ПУ Перка Вићентијевић,ПП програм у ОШ Никола Тесла - Ратари,Ратарска,б.б.,11500,Издвојена локација
Београд,Београд - Обреновац,Скела,ПУ Перка Вићентијевић,ПП програм у МЗ Скела,Мила Манића Албанте,5,11509,Издвојена локација
Београд,Београд - Обреновац,Трстеница,ПУ Перка Вићентијевић,ПП програм у ОШ Живојин Перић - Трстеница,Ваљевски пут,б.б.,11507,Издвојена локација
Београд,Београд - Обреновац,Уровци,ПУ Перка Вићентијевић,ПП програм у ОШ Прва обреновачка школа - Уровци,Школска,б.б.,11500,Издвојена локација
Београд,Београд - Обреновац,Ушће,ПУ Перка Вићентијевић,ПП програм у ОШ Никола Тесла - Ушће,Ушће центар,б.б,11509,Издвојена локација
Београд,Београд - Палилула,Београд (Палилула),ПУ Бошко Буха,Мали принц,Прерадовићева,2а,11120,Матична локација
Београд,Београд - Палилула,Београд (Палилула),ПУ Бошко Буха,Мали сунцокрети,Дечја,бб,11060,Издвојена локација
Београд,Београд - Палилула,Београд (Палилула),ПУ Бошко Буха,Бубамара,Прибојска,42а,11060,Издвојена локација
Београд,Београд - Палилула,Београд (Палилула),ПУ Бошко Буха,Полетарац,Краљице Марије,46,11060,Издвојена локација
Београд,Београд - Палилула,Београд (Палилула),ПУ Бошко Буха,Јежурко,Беле Бартока,43,11211,Издвојена локација
Београд,Београд - Палилула,Београд (Палилула),ПУ Бошко Буха,Смешко,Бесни фок,бб,11213,Издвојена локација
Београд,Београд - Палилула,Београд (Палилула),ПУ Бошко Буха,Срна,Михаја Еминескуа,78,11212,Издвојена локација
Београд,Београд - Палилула,Београд (Палилула),ПУ Бошко Буха,Славујак,Пере Ћетковића,37а,11060,Издвојена локација
Београд,Београд - Палилула,Београд (Палилула),ПУ Бошко Буха,Плави чуперак,Диљска,17,11060,Издвојена локација
Београд,Београд - Палилула,Београд (Палилула),ПУ Бошко Буха,Невен,Владетина,29,11060,Издвојена локација
Београд,Београд - Палилула,Београд (Палилула),ПУ Бошко Буха,Пахуљица,Славка Колара,1,11210,Издвојена локација
Београд,Београд - Палилула,Београд (Палилула),ПУ Бошко Буха,Весна,Товилиште,52,11213,Издвојена локација
Београд,Београд - Палилула,Београд (Палилула),ПУ Бошко Буха,Лепушница,Глогогњски рит,бб,11213,Издвојена локација
Београд,Београд - Палилула,Београд (Палилула),ПУ Бошко Буха,Бошко Буха,Стевана Дукића,28,11060,Издвојена локација
Београд,Београд - Палилула,Београд (Палилула),ПУ Бошко Буха,Малецка,Коперникова,16,11060,Издвојена локација
Београд,Београд - Палилула,Београд (Палилула),ПУ Бошко Буха,Мимоза,Партизански блок,4,11210,Издвојена локација
Београд,Београд - Палилула,Београд (Палилула),ПУ Бошко Буха,Дунавска бајка,ЈНА,бб,11211,Издвојена локација
Београд,Београд - Палилула,Београд (Палилула),ПУ Бошко Буха,Сунцокрети,Вишњички венац,47,11060,Издвојена локација
Београд,Београд - Палилула,Београд (Палилула),ПУ Бошко Буха,Звончица,Пана Ђукића,10,11060,Издвојена локација
Београд,Београд - Палилула,Београд (Палилула),ПУ Бошко Буха,Снежана,Ђушина,15,11060,Издвојена локација
Београд,Београд - Палилула,Београд (Палилула),ПУ Бошко Буха,Коцкица,12. Октобра,20,11211,Издвојена локација
Београд,Београд - Палилула,Београд (Палилула),ПУ Бошко Буха,Ластавица,Падинска скела,бб,11213,Издвојена локација
Београд,Београд - Палилула,Београд (Палилула),ПУ Бошко Буха,Маслачак,Ковилово,бб,11213,Издвојена локација
Београд,Београд - Палилула,Београд (Палилула),ПУ Бошко Буха,Бисери,Срнетичка,22,11060,Издвојена локација
Београд,Београд - Палилула,Београд (Палилула),ПУ Бошко Буха,Пионир,Далматинска,45,11060,Издвојена локација
Београд,Београд - Палилула,Београд (Палилула),ПУ Бошко Буха,Весељко,Трајка Грковића,1,11210,Издвојена локација
Београд,Београд - Палилула,Београд (Палилула),ПУ Бошко Буха,Цврчак,Соње Маринковић,18,11211,Издвојена локација
Београд,Београд - Палилула,Београд (Палилула),ПУ Бошко Буха,Пролеће,Јабучки рит,бб,11213,Издвојена локација
Београд,Београд - Раковица,Београд (Раковица),ПУ Раковица,Дечји вртић Изворчић 2,Славољуба Вуксановића,43472,11090,Издвојена локација
Београд,Београд - Раковица,Београд (Раковица),ПУ Раковица,Јасле Депаданс,Старца Милије,1,11090,Издвојена локација
Београд,Београд - Раковица,Београд (Раковица),ПУ Раковица,Дечји вртић Лабудић,Гочка,59,11090,Издвојена локација
Београд,Београд - Раковица,Београд (Раковица),ПУ Раковица,Дечји вртић Школица,Јосипа Теларевића,1,11090,Издвојена локација
Београд,Београд - Раковица,Београд (Раковица),ПУ Раковица,ДВ „Кућица“-Сигурна кућа,Мишка Крањца,12,11090,Издвојена локација
Београд,Београд - Раковица,Београд (Раковица),ПУ Раковица,Дечји вртић Долорес,Милице Српкиње,32,11090,Издвојена локација
Београд,Београд - Раковица,Београд (Раковица),ПУ Раковица,Дечји вртић Језерце 2,Зелењак,7,11090,Издвојена локација
Београд,Београд - Раковица,Београд (Раковица),ПУ Раковица,Дечји вртић Канаринац,Ивана Мичурина,27,11090,Издвојена локација
Београд,Београд - Раковица,Београд (Раковица),ПУ Раковица,Дечји вртић Хајди,Станка Пауновића,45,11090,Издвојена локација
Београд,Београд - Раковица,Београд (Раковица),ПУ Раковица,Дечји вртић Пионирски град,Кнеза Вишеслава,27,11090,Издвојена локација
Београд,Београд - Раковица,Београд (Раковица),ПУ Раковица,Дечји вртић Чаробна шума,мишка Крањца,12б,11090,Издвојена локација
Београд,Београд - Раковица,Београд (Раковица),ПУ Раковица,Дечји вртић „Изворчић“,Славољуба Вуксановића,22,11090,Издвојена локација
Београд,Београд - Раковица,Београд (Раковица),ПУ Раковица,Дечји вртић „Димитрије Котуровић“,Миливоја Петровића,2,11090,Издвојена локација
Београд,Београд - Раковица,Београд (Раковица),ПУ Раковица,Дечји вртић Душко Радовић,Видиковачки венац,73а,11090,Издвојена локација
Београд,Београд - Раковица,Београд (Раковица),ПУ Раковица,Дечји вртић Орашчић,Видиковачки венац,79,11090,Издвојена локација
Београд,Београд - Раковица,Београд (Раковица),ПУ Раковица,Дечји вртић Сретен Младеновић,Вукасовићева,1а,11090,Издвојена локација
Београд,Београд - Раковица,Београд (Раковица),ПУ Раковица,Дечји вртић Петлић,Омладинско шеталиште,3,11090,Издвојена локација
Београд,Београд - Раковица,Београд (Раковица),ПУ Раковица,Дечји вртић Језерце,Едварда Грига,18а,11090,Издвојена локација
Београд,Београд - Сопот,Сопот,ПУ Наша радост,ШВРЋА,Кнеза Милоша,8,11450,Матична локација
Београд,Београд - Сопот,Дучина,ПУ Наша радост,ППГ при МЗ Дучина,Дучина,бб,11453,Издвојена локација
Београд,Београд - Сопот,Ђуринци,ПУ Наша радост,"ППГ ОШ ,,Јелица Миловановић,,Сопот",Ђуринци,бб,11450,Издвојена локација
Београд,Београд - Сопот,Мала Иванча,ПУ Наша радост,",ВеДетињство,,",Трг братства и јединства,бб,11233,Издвојена локација
Београд,Београд - Сопот,Мали Пожаревац,ПУ Наша радост,",,Мали Пожаревац,,",Космајски трг,1,11235,Издвојена локација
Београд,Београд - Сопот,Неменикуће,ПУ Наша радост,"ППГ ОШ ,,Јелица Миловановић,,Сопот",Неменикуће,бб,11450,Издвојена локација
Београд,Београд - Сопот,Парцани,ПУ Наша радост,"ППГ ОШ ,, Цана Марјановић,,Раља",Парцани,бб,11233,Издвојена локација
Београд,Београд - Сопот,Поповић,ПУ Наша радост,"ППГ ОШ,,Милорад Мића Марковић,,М.Иванча",Поповић,бб,11235,Издвојена локација
Београд,Београд - Сопот,Раља,ПУ Наша радост,",,Лептирић,",Вука Караџића,4,11233,Издвојена локација
Београд,Београд - Сопот,Рогача,ПУ Наша радост,ППГ при МЗ Рогача,Рогача,бб,11453,Издвојена локација
Београд,Београд - Чукарица,Београд (Чукарица),ПУ Чукарица,Свети Сава,Пожешка,28,11030,Матична локација
Београд,Београд - Чукарица,Београд (Чукарица),ПУ Чукарица,Сањалица,Јабланичка,20,11030,Издвојена локација
Београд,Београд - Чукарица,Београд (Чукарица),ПУ Чукарица,Плави чуперак,Свете Милутиновића,21,11030,Издвојена локација
Београд,Београд - Чукарица,Београд (Чукарица),ПУ Чукарица,Ђурђевак,Зрмањска,1,11030,Издвојена локација
Београд,Београд - Чукарица,Београд (Чукарица),ПУ Чукарица,Рода,Београдског батаљона,9а,11030,Издвојена локација
Београд,Београд - Чукарица,Београд (Чукарица),ПУ Чукарица,Весељко,Авалска,20,11030,Издвојена локација
Београд,Београд - Чукарица,Београд (Чукарица),ПУ Чукарица,Плава птица,Виноградски венац,42,11030,Издвојена локација
Београд,Београд - Чукарица,Београд (Чукарица),ПУ Чукарица,Радосно детињство,Боре Марковића,27,11030,Издвојена локација
Београд,Београд - Чукарица,Београд (Чукарица),ПУ Чукарица,Кошута,Димитрија Аврамовића,17,11030,Издвојена локација
Београд,Београд - Чукарица,Београд (Чукарица),ПУ Чукарица,Царић,Младена Митрића,бб,11030,Издвојена локација
Београд,Београд - Чукарица,Београд (Чукарица),ПУ Чукарица,Дуга,Младена Митрића,5,11030,Издвојена локација
Београд,Београд - Чукарица,Београд (Чукарица),ПУ Чукарица,Сунце,Радивоја Ракоњца,4а,11030,Издвојена локација
Београд,Београд - Чукарица,Београд (Чукарица),ПУ Чукарица,Жирић,Кнеза Вишеслава,72,11030,Издвојена локација
Београд,Београд - Чукарица,Београд (Чукарица),ПУ Чукарица,Дечји клуб,Илије Стојадиновића,87,11030,Издвојена локација
Београд,Београд - Чукарица,Београд (Чукарица),ПУ Чукарица,Невен,Пожешка,168,11030,Издвојена локација
Београд,Београд - Чукарица,Београд (Чукарица),ПУ Чукарица,Дечји гај,Платана,8,11030,Издвојена локација
Београд,Београд - Чукарица,Београд (Чукарица),ПУ Чукарица,Бајка,Требевићка,28,11030,Издвојена локација
Београд,Београд - Чукарица,Остружница,ПУ Чукарица,Машталица,Карађорђева,14,11251,Издвојена локација
Београд,Београд - Чукарица,Рушањ,ПУ Чукарица,Бубамара,Тринаестог септембра,27,11194,Издвојена локација
Београд,Београд - Чукарица,Сремчица,ПУ Чукарица,Горица,Томаса Едисона,1,11253,Издвојена локација
Београд,Београд - Чукарица,Умка,ПУ Чукарица,Цврчак,Тринаестог октобра,33-35,11260,Издвојена локација
Ниш,Блаце,Блаце,ПУ Наша радост,Предшколска установа Наша радост Блаце,БРАЋА ВУКСАНОВИЋ 20,20,18420,Матична локација
Лесковац,Бојник,Бојник,ПУ Ђука Динић,ПУ Ђука Динић,Бојана Тасића,5,16205,Матична локација
Лесковац,Бојник,Бојник,ПУ Ђука Динић,Друштвено-развојни центар,Пусторечка,бб,16205,Издвојена локација
Лесковац,Бојник,Брестовац,ПУ Ђука Динић,Основна школа Стојан Љубић-Горњи Брестовац,Брестовац,бб,16205,Издвојена локација
Лесковац,Бојник,Горње Бријање,ПУ Ђука Динић,Основна школа-Горње Бријање,Горње Бријање,бб,16206,Издвојена локација
Лесковац,Бојник,Доње Коњувце,ПУ Ђука Динић,Основна школа Станимир Вељковић-Зеле-Коњувце,Коњувце,бб,16205,Издвојена локација
Лесковац,Бојник,Ђинђуша,ПУ Ђука Динић,Основна школа Станимир Вељковић-Зеле-Ђинђуша,Ђинђуша,бб,16205,Издвојена локација
Лесковац,Бојник,Кацабаћ,ПУ Ђука Динић,Основна школа-Кацабаћ,Кацабаћ,бб,16206,Издвојена локација
Лесковац,Бојник,Косанчић,ПУ Ђука Динић,Основна школа-Косанчић,Косанчић,бб,16206,Издвојена локација
Лесковац,Бојник,Лапотинце,ПУ Ђука Динић,Месна заједница-Лапотинце,Лапотинце,бб,16205,Издвојена локација
Лесковац,Бојник,Придворица,ПУ Ђука Динић,Основна школа Станимир Вељковић-Зеле-Придворица,Придворица,бб,16205,Издвојена локација
Лесковац,Бојник,Стубла,ПУ Ђука Динић,Месна заједница-Стубла,Стубла,бб,16205,Издвојена локација
Зајечар,Бољевац,Подгорац,ПУ Наша радост,Предшколска установа Наша радост,/,/,19370,Издвојена локација
Лесковац,Босилеград,Босилеград,ПУ Дечја радост,Дечја радост,Иво Лола Рибар,бб,17540,Матична локација
Лесковац,Босилеград,Бистар,ПУ Дечја радост,Бистар,Бистар,бб,17546,Издвојена локација
Лесковац,Босилеград,Гложје,ПУ Дечја радост,Гложје,Гложје,бб,17540,Издвојена локација
Лесковац,Босилеград,Горња Љубата,ПУ Дечја радост, Горња Љубата,Горња Љубата,бб,17544,Издвојена локација
Лесковац,Босилеград,Горње Тламино,ПУ Дечја радост, Горње Тламино,Горње Тламино,бб,17546,Издвојена локација
Лесковац,Босилеград,Доња Лисина,ПУ Дечја радост, Доња Лисина,Доња Лисина,бб,17538,Издвојена локација
Лесковац,Босилеград,Млекоминци,ПУ Дечја радост, Млекоминци,Млекоминци,бб,17540,Издвојена локација
Лесковац,Босилеград,Рајчиловци,ПУ Дечја радост, Рајчиловци,Рајчиловци,бб,17540,Издвојена локација
Крушевац,Брус,Брус,ПУ Пахуљице,ПУ Пахуљице,Јосипа Панчића,бб,37220,Матична локација
Крушевац,Брус,Блажево,ПУ Пахуљице,Блажево,Блажево,бб,37226,Издвојена локација
Крушевац,Брус,Брзеће,ПУ Пахуљице,Брзеће,Брзеће,бб,37225,Издвојена локација
Крушевац,Брус,Велика Грабовница,ПУ Пахуљице,Велика Грабовница,Велика Грабовница,бб,37227,Издвојена локација
Крушевац,Брус,Дупци,ПУ Пахуљице,Дупци,Дупци,бб,37223,Издвојена локација
Крушевац,Брус,Жуње,ПУ Пахуљице,Жуње,Жуње,бб,37223,Издвојена локација
Крушевац,Брус,Златари,ПУ Пахуљице,Златари,Златари,бб,37223,Издвојена локација
Крушевац,Брус,Игрош,ПУ Пахуљице,Игрош,Игрош,бб,37224,Издвојена локација
Крушевац,Брус,Крива Река,ПУ Пахуљице,Крива Река,Крива Река,бб,37228,Издвојена локација
Крушевац,Брус,Лепенац,ПУ Пахуљице,Лепенац,Лепенац,бб,37224,Издвојена локација
Крушевац,Брус,Милентија,ПУ Пахуљице,Милентија,Милентија,бб,37227,Издвојена локација
Крушевац,Брус,Разбојна,ПУ Пахуљице,Разбојна,Разбојна,бб,37223,Издвојена локација
Крушевац,Брус,Стројинци,ПУ Пахуљице,Стројинци,Стројинци,бб,37223,Издвојена локација
Лесковац,Бујановац,Бујановац,ПУ Наша радост,Предшколска установа Наша радост,В. КАРАЏИЋА,бб,17520,Матична локација
Ваљево,Ваљево - град,Ваљево,ПУ Милица Ножица,Вртић Звончић,Владе Даниловића,9,14000,Матична локација
Ваљево,Ваљево - град,Бабина Лука,ПУ Милица Ножица,ОШ Бабина Лука,Бабина Лука,бб,14000,Издвојена локација
Ваљево,Ваљево - град,Белошевац,ПУ Милица Ножица,ОШ Белошевац,Белошевац,бб,14000,Издвојена локација
Ваљево,Ваљево - град,Бранковина,ПУ Милица Ножица,Вртић Бранковина,Бранковина,бб,14000,Издвојена локација
Ваљево,Ваљево - град,Ваљево,ПУ Милица Ножица,Вртић Колибри,Стевана Бороте,бб,14000,Издвојена локација
Ваљево,Ваљево - град,Ваљево,ПУ Милица Ножица,Вртић Видра,Сувоборска,бб,14000,Издвојена локација
Ваљево,Ваљево - град,Ваљево,ПУ Милица Ножица,Вртић Хајди,Хајдук Вељкова,19,14000,Издвојена локација
Ваљево,Ваљево - град,Ваљево,ПУ Милица Ножица,Вртић Бубамара,Подгорска,бб,14000,Издвојена локација
Ваљево,Ваљево - град,Ваљево,ПУ Милица Ножица,Централна кухиња,На Миливоја Бјелице,бб,14000,Издвојена локација
Ваљево,Ваљево - град,Ваљево,ПУ Милица Ножица,ОШ Сестре Илић,Милована Глишића,45,14000,Издвојена локација
Ваљево,Ваљево - град,Ваљево,ПУ Милица Ножица,Вртић Наша радост,Насеље Миливоја Бјелице,бб,14000,Издвојена локација
Ваљево,Ваљево - град,Ваљево,ПУ Милица Ножица,ОШ Ваљевска Лозница,Ваљевска Лозница,бб,14000,Издвојена локација
Ваљево,Ваљево - град,Ваљево,ПУ Милица Ножица,Вртић Бамби,Насеље ослободилаца Ваљева,бб,14000,Издвојена локација
Ваљево,Ваљево - град,Ваљево,ПУ Милица Ножица,Анђели чувари,Карађорђева,35,14000,Издвојена локација
Ваљево,Ваљево - град,Ваљево,ПУ Милица Ножица,Вртић Др Михаило Ступар,Синђелићева,50,14000,Издвојена локација
Ваљево,Ваљево - град,Ваљево,ПУ Милица Ножица,ОШ Нада Пурић,Владике Николаја,33,14000,Издвојена локација
Ваљево,Ваљево - град,Ваљево,ПУ Милица Ножица,Вртић Пчелица,Пети Пук,бб,14000,Издвојена локација
Ваљево,Ваљево - град,Ваљево,ПУ Милица Ножица,Општа болница Ваљево,Обрена Николића,5,14000,Издвојена локација
Ваљево,Ваљево - град,Ваљево,ПУ Милица Ножица,ОШ Ставе,Ставе,бб,14000,Издвојена локација
Ваљево,Ваљево - град,Гола Глава,ПУ Милица Ножица,ОШ Гола Глава,Гола Глава,бб,14000,Издвојена локација
Ваљево,Ваљево - град,Горња Буковица,ПУ Милица Ножица,ОШ Горња Буковица,Горња Буковица,бб,14000,Издвојена локација
Ваљево,Ваљево - град,Дивци,ПУ Милица Ножица,ОШ Дивци,Дивци,бб,14000,Издвојена локација
Ваљево,Ваљево - град,Дивци,ПУ Милица Ножица,ОШ Рабровица,Рабровица,бб,14000,Издвојена локација
Ваљево,Ваљево - град,Драчић,ПУ Милица Ножица,ОШ Драчић,Драчић,бб,14000,Издвојена локација
Ваљево,Ваљево - град,Дупљај,ПУ Милица Ножица,ОШ Дупљај,Дупљај,бб,14000,Издвојена локација
Ваљево,Ваљево - град,Жабари,ПУ Милица Ножица,ОШ Жабари,Жабари,бб,14000,Издвојена локација
Ваљево,Ваљево - град,Златарић,ПУ Милица Ножица,ОШ Златарић,Златарић,бб,14000,Издвојена локација
Ваљево,Ваљево - град,Јошева,ПУ Милица Ножица,ОШ Јошева,Јошева,бб,14000,Издвојена локација
Ваљево,Ваљево - град,Каменица,ПУ Милица Ножица,Вртић Каменица,Ваљевска Каменица,бб,14000,Издвојена локација
Ваљево,Ваљево - град,Кланица,ПУ Милица Ножица,ОШ Кланица,Кланица,бб,14000,Издвојена локација
Ваљево,Ваљево - град,Котешица,ПУ Милица Ножица,ОШ Котешица,Котешица,бб,14000,Издвојена локација
Ваљево,Ваљево - град,Попучке,ПУ Милица Ножица,ОШ Попучке,Попуке,бб,14000,Издвојена локација
Ваљево,Ваљево - град,Пријездић,ПУ Милица Ножица,ОШ Пријездић,Пријездић,бб,14000,Издвојена локација
Ваљево,Ваљево - град,Причевић,ПУ Милица Ножица,ОШ Причевић,Причевић,бб,14000,Издвојена локација
Ваљево,Ваљево - град,Стубо,ПУ Милица Ножица,ОШ Стубо,Стубо,бб,14000,Издвојена локација
Ваљево,Ваљево - град,Тубравић,ПУ Милица Ножица,ОШ Поћута,Поћута,бб,14000,Издвојена локација
Крушевац,Варварин,Варварин,ПУ Наша радост,Установа за предшколско васпитање и образовање Наша радост,Слободе б.б.,б.б.,37260,Матична локација
Крушевац,Варварин,Бачина,ПУ Наша радост,ПУ Наша радост,Цела улица,б.б.,37265,Издвојена локација
Крушевац,Варварин,Бошњане,ПУ Наша радост,ПУ Наша радост 1,Цела улица,б.б.,37262,Издвојена локација
Крушевац,Варварин,Горњи Катун,ПУ Наша радост,ПУ Наша радост 2,Цела улица,б.б.,37260,Издвојена локација
Крушевац,Варварин,Доњи Катун,ПУ Наша радост,ПУ Наша радост 3,Цела улица,б.б.,37260,Издвојена локација
Крушевац,Варварин,Доњи Крчин,ПУ Наша радост,ПУ Наша радост 4,Цела улица,б.б.,37258,Издвојена локација
Крушевац,Варварин,Залоговац,ПУ Наша радост,ПУ Наша радост 5,Цела улица,б.б.,37257,Издвојена локација
Крушевац,Варварин,Избеница,ПУ Наша радост,ПУ Наша радост 6,Цела улица,б.б.,37265,Издвојена локација
Крушевац,Варварин,Маскаре,ПУ Наша радост,ПУ Наша радост 8,Цела улица,б.б.,37262,Издвојена локација
Крушевац,Варварин,Обреж,ПУ Наша радост,ПУ Наша радост 9,Мирка Томића,б.б.,37266,Издвојена локација
Крушевац,Варварин,Орашје,ПУ Наша радост,ПУ Наша радост 7,Цела улица,б.б.,37265,Издвојена локација
Пожаревац,Велика Плана,Велика Плана,ПУ Дечје царство,Дечје царство,Булевар Деспота Стефана,38,11320,Матична локација
Пожаревац,Велика Плана,Велика Плана,ПУ Дечје царство,Маслачак,Вите Цветковића,1,11320,Издвојена локација
Пожаревац,Велика Плана,Велика Плана,ПУ Дечје царство,Снупи,10.октобра,52,11320,Издвојена локација
Пожаревац,Велика Плана,Велика Плана,ПУ Дечје царство,Печурка,Булевар ослобођења,97,11320,Издвојена локација
Пожаревац,Велика Плана,Велико Орашје,ПУ Дечје царство,Љубичица,Немањина,бб,11323,Издвојена локација
Пожаревац,Велика Плана,Доња Ливадица,ПУ Дечје царство,Мики и Мини,Николе Тесле,бб,11326,Издвојена локација
Пожаревац,Велика Плана,Крњево,ПУ Дечје царство,Звончићи,Николе Пашића,4,11319,Издвојена локација
Пожаревац,Велика Плана,Крњево,ПУ Дечје царство,Мачак у чизмама,Булевар ослобођења,бб,11319,Издвојена локација
Пожаревац,Велика Плана,Лозовик,ПУ Дечје царство,Пчелица,ЈНА,бб,11317,Издвојена локација
Пожаревац,Велика Плана,Марковац,ПУ Дечје царство,Патуљак,6.октобра,бб,11325,Издвојена локација
Пожаревац,Велика Плана,Милошевац,ПУ Дечје царство,Младост,Моравска,бб,11317,Издвојена локација
Пожаревац,Велика Плана,Ново Село,ПУ Дечје царство,Бамби,Краља Петра Првог,бб,11324,Издвојена локација
Пожаревац,Велика Плана,Радовање,ПУ Дечје царство,Пинокио,Карађорђева,11,11320,Издвојена локација
Пожаревац,Велика Плана,Ракинац,ПУ Дечје царство,Лептирић,Александра Маринковића,бб,11327,Издвојена локација
Пожаревац,Велика Плана,Старо Село,ПУ Дечје царство,Лане,Булевар ослобођења,бб,11324,Издвојена локација
Пожаревац,Велика Плана,Трновче,ПУ Дечје царство,Пуж,Моравска,бб,11318,Издвојена локација
Пожаревац,Велико Градиште,Велико Градиште,ПУ Мајски цвет,Централна установа,Бошка Вребалова,1,12220,Матична локација
Пожаревац,Велико Градиште,Десине,ПУ Мајски цвет,Десине,Десине,бб,12253,Издвојена локација
Пожаревац,Велико Градиште,Затоње,ПУ Мајски цвет,Затоње,Затоње,бб,12220,Издвојена локација
Пожаревац,Велико Градиште,Кисиљево,ПУ Мајски цвет,Кисиљево,Кисиљево,бб,12226,Издвојена локација
Пожаревац,Велико Градиште,Курјаче,ПУ Мајски цвет,Курјаче,Курјаче,бб,12221,Издвојена локација
Пожаревац,Велико Градиште,Мајиловац,ПУ Мајски цвет,Мајиловац,Мајиловац,бб,12221,Издвојена локација
Пожаревац,Велико Градиште,Макце,ПУ Мајски цвет,Макце,Макце,бб,12254,Издвојена локација
Пожаревац,Велико Градиште,Пожежено,ПУ Мајски цвет,Пожежено,Пожежено,бб,12220,Издвојена локација
Пожаревац,Велико Градиште,Сираково,ПУ Мајски цвет,Сираково,Сираково,бб,12221,Издвојена локација
Пожаревац,Велико Градиште,Тополовник,ПУ Мајски цвет,Тополовник,Маршала Тита,бб,12226,Издвојена локација
Пожаревац,Велико Градиште,Царевац,ПУ Мајски цвет,Царевац,Царевац,бб,12253,Издвојена локација
Ваљево,Владимирци,Владимирци,ПУ Сунцокрети,Предшколска установа Сунцокрети Владимирци,Светог Саве,74,15225,Матична локација
Ваљево,Владимирци,Дебрц,ПУ Сунцокрети,Вртић Дебрц,Београдски пут,бб,15214,Издвојена локација
Лесковац,Владичин Хан,Владичин Хан,ПУ Пчелица,ПУ Пчелица,Ратка Павловића,бб,17510,Матична локација
Лесковац,Владичин Хан,Владичин Хан,ПУ Пчелица,ПУ Пчелица-Забавиште,Боре Станковића,15,17510,Издвојена локација
Лесковац,Владичин Хан,Житорађе,ПУ Пчелица,ПУ Пчелица-Житорађе,Житорађе,бб,17510,Издвојена локација
Лесковац,Владичин Хан,Стубал,ПУ Пчелица,ПУ Пчелица-Стубал,Стубал,бб,17512,Издвојена локација
Лесковац,Владичин Хан,Сува Морава,ПУ Пчелица,ПУ Пчелица-Сува Морава,Сува Морава,бб,17510,Издвојена локација
Лесковац,Власотинце,Власотинце,ПУ Милка Диманић,ДЕЧИЈА РАДОСТ,12.бригаде,34,16210,Матична локација
Лесковац,Власотинце,Батуловце,ПУ Милка Диманић,ПУ Милка Диманић- Батуловце,Батуловце,бб,16210,Издвојена локација
Лесковац,Власотинце,Бољаре,ПУ Милка Диманић,ПУ Милка Диманић-Бољаре,Бољаре,бб,16210,Издвојена локација
Лесковац,Власотинце,Власотинце,ПУ Милка Диманић,"Колибри,",Боре Станковића,бб,16210,Издвојена локација
Лесковац,Власотинце,Доња Лопушња,ПУ Милка Диманић,ПУ Милка Диманић- Доња Лопушња,Доња Лопушња,бб,16210,Издвојена локација
Лесковац,Власотинце,Доњи Дејан,ПУ Милка Диманић,ПУ Милка Диманић-Доњи Дејан,Доњи Дејан,бб,16210,Издвојена локација
Лесковац,Власотинце,Јаковљево,ПУ Милка Диманић,ПУ Милка Диманић-Јаковљево,Јаковљево,бб,16210,Издвојена локација
Лесковац,Власотинце,Јастребац,ПУ Милка Диманић,ПУ Милка Диманић- Јастребац,Јастребац,бб,16210,Издвојена локација
