uprava,opstina,naselje,ustanova,naziv,ulica,broj,postanski_broj,tip_lokacije
Ниш,Прокупље,Рељинац,ПУ Невен,О.ш.Никодије Стојановић Татко,/,/,18400,Издвојена локација
Ниш,Прокупље,Ћуковац,ПУ Невен,ОШ РАТКО ПАВЛОВИЋ ЋИЋКО Ћуковац,Ћуковац,бб,18400,Издвојена локација
Ниш,Прокупље,Џигољ,ПУ Невен,ОШ Милић Ракић Мирко Џигољ,Џигољ,бб,18405,Издвојена локација
Ниш,Ражањ,Ражањ,ПУ Лептирићи,Предшколска установа Лептирићи,Јована Јовановића Змаја,9,37215,Матична локација
Ниш,Ражањ,Витошевац,ПУ Лептирићи,Предшколска установа Лептирићи Витошевац,Витошевац главна,бб,37213,Издвојена локација
Ниш,Ражањ,Нови Брачин,ПУ Лептирићи,Предшколска установа Лептирићи Нови Брачин,Главна улица,бб,37216,Издвојена локација
Ниш,Ражањ,Скорица,ПУ Лептирићи,Предшколска установа Лептирићи Скорица,Главна улица,бб,37218,Издвојена локација
Ниш,Ражањ,Смиловац,ПУ Лептирићи,Предшколска установа Лептирићи Смиловац,Главна улица,бб,37213,Издвојена локација
Крагујевац,Рача,Рача,ПУ Наша радост,ПУ Наша радост,Р. ДОМАНОВИЋА,10,34210,Матична локација
Крагујевац,Рача,Велико Крчмаре,ПУ Наша радост,ПУ Наша радост 6,/,бб,34212,Издвојена локација
Крагујевац,Рача,Доња Рача,ПУ Наша радост,ПУ Наша радост 4,/,бб,34210,Издвојена локација
Крагујевац,Рача,Сараново,ПУ Наша радост,ПУ Наша радост 9,/,бб,34215,Издвојена локација
Крагујевац,Рача,Трска,ПУ Наша радост,ПУ Наша радост 8,/,бб,34210,Издвојена локација
Краљево,Рашка,Рашка,ВеДетињство,"ПУ,,Ведетињство",МИЛУНА ИВАНОВИЋА,бб,36350,Матична локација
Краљево,Рашка,Баљевац,ВеДетињство,"ПУ,,Ведетињство - Баљевац",Бошка Бухе,бб,36344,Издвојена локација
Краљево,Рашка,Биљановац,ВеДетињство,"ПУ,,Ведетињство - Биљановац",/,бб,36344,Издвојена локација
Краљево,Рашка,Јошаничка Бања,ВеДетињство,"ПУ,,Ведетињство - Јошаничка Бања",Вука Караџића,бб,36345,Издвојена локација
Краљево,Рашка,Копаоник,ВеДетињство,"ПУ,,Ведетињство - Копаоник",/,бб,36354,Издвојена локација
Јагодина,Рековац,Рековац,ПУ Милоје Милојевић,Предшколска установа Милоје Милојевић,СВЕТОЗАРА МАРКОВИЋА,4,35260,Матична локација
Јагодина,Рековац,Белушић,ПУ Милоје Милојевић,ПУ Милоје Милојевић-Белушић ППП,/,/,35263,Издвојена локација
Јагодина,Рековац,Белушић,ПУ Милоје Милојевић,ПУМилоје Милојевић-Белушић,/,/,35263,Издвојена локација
Јагодина,Рековац,Драгово,ПУ Милоје Милојевић,ПУМилоје Милојевић-Драгово,/,/,35265,Издвојена локација
Јагодина,Рековац,Жупањевац,ПУ Милоје Милојевић,ПУМилоје Милојевић-Жупањевац,/,/,35265,Издвојена локација
Јагодина,Рековац,Кавадар,ПУ Милоје Милојевић,ПуМилоје Милојевић-Кавадар,/,/,35260,Издвојена локација
Јагодина,Рековац,Лепојевић,ПУ Милоје Милојевић,ПУМилоје Милојевић-Лепојевић,/,/,35267,Издвојена локација
Јагодина,Рековац,Лоћика,ПУ Милоје Милојевић,ПУМилоје Милојевић-Лоћика,/,/,35274,Издвојена локација
